method,region,size,threads,mean,ci
pth_com,Elephant_Valley,32,1,0.001613126,2.3080606808e-5
pth_com,Elephant_Valley,32,2,0.001235768,2.2283368576000002e-5
pth_com,Elephant_Valley,32,4,0.000973982,7.5596586912e-5
pth_com,Elephant_Valley,32,8,0.000858519,3.3149135628e-5
pth_com,Elephant_Valley,32,16,0.000953355,2.8028637e-5
pth_com,Elephant_Valley,32,32,0.001331641,5.4549341923999994e-5
pth_com,Elephant_Valley,64,1,0.004613567,0.000127500537612
pth_com,Elephant_Valley,64,2,0.00343071,1.613805984e-5
pth_com,Elephant_Valley,64,4,0.002104715,1.773853802e-5
pth_com,Elephant_Valley,64,8,0.001613149,8.505166787600001e-5
pth_com,Elephant_Valley,64,16,0.001633505,8.996692137999999e-5
pth_com,Elephant_Valley,64,32,0.001652491,9.166037078800002e-5
pth_com,Elephant_Valley,128,1,0.017724004,5.9056381328000004e-5
pth_com,Elephant_Valley,128,2,0.011787608,0.00024027860147200002
pth_com,Elephant_Valley,128,4,0.006802727,4.000003475999999e-5
pth_com,Elephant_Valley,128,8,0.004658251,0.00014608275136000003
pth_com,Elephant_Valley,128,16,0.004350723,0.00019783607625599998
pth_com,Elephant_Valley,128,32,0.003800074,0.000110977361096
pth_com,Elephant_Valley,256,1,0.067375778,0.0016507065610000002
pth_com,Elephant_Valley,256,2,0.046170947,0.0006244158872279999
pth_com,Elephant_Valley,256,4,0.023369772,0.000109931407488
pth_com,Elephant_Valley,256,8,0.015790286,0.000430190551784
pth_com,Elephant_Valley,256,16,0.014147845,0.00049359001636
pth_com,Elephant_Valley,256,32,0.012671803,0.00018627550409999998
pth_com,Elephant_Valley,512,1,0.250761704,0.0014253295255359996
pth_com,Elephant_Valley,512,2,0.167547196,0.00032839250416000004
pth_com,Elephant_Valley,512,4,0.09189206,0.0005763470003199999
pth_com,Elephant_Valley,512,8,0.059816245,0.00154756589064
pth_com,Elephant_Valley,512,16,0.048826865,0.00213412461542
pth_com,Elephant_Valley,512,32,0.047110562,0.0005078518583600001
pth_com,Elephant_Valley,1024,1,1.001470108,0.006084932376208
pth_com,Elephant_Valley,1024,2,0.665632773,0.0031311365641919996
pth_com,Elephant_Valley,1024,4,0.364853715,0.0012872039065200001
pth_com,Elephant_Valley,1024,8,0.232058664,0.003456745858944
pth_com,Elephant_Valley,1024,16,0.188563807,0.0032893070493080004
pth_com,Elephant_Valley,1024,32,0.172738747,0.0017605533094240003
pth_com,Elephant_Valley,2048,1,3.962465587,0.026405870671768
pth_com,Elephant_Valley,2048,2,2.643920553,0.0129552107097
pth_com,Elephant_Valley,2048,4,1.452049939,0.004838230396748
pth_com,Elephant_Valley,2048,8,0.891559155,0.022367436080640003
pth_com,Elephant_Valley,2048,16,0.733622543,0.009633931234676001
pth_com,Elephant_Valley,2048,32,0.676948464,0.006501413048256
pth_com,Elephant_Valley,4096,1,15.527118339,0.04869304311110399
pth_com,Elephant_Valley,4096,2,10.501628947,0.012349915641672
pth_com,Elephant_Valley,4096,4,5.775384154,0.043015061178992
pth_com,Elephant_Valley,4096,8,3.555459496,0.08641188759078401
pth_com,Elephant_Valley,4096,16,2.845280095,0.03234514411995999
pth_com,Elephant_Valley,4096,32,2.717121759,0.022367346320087998
pth_com,Elephant_Valley,8192,1,61.638168029,0.024162161867368
pth_com,Elephant_Valley,8192,2,41.768710555,0.09005333995657999
pth_com,Elephant_Valley,8192,4,22.847183803,0.026868288152327998
pth_com,Elephant_Valley,8192,8,14.040762605,0.29721486282264
pth_com,Elephant_Valley,8192,16,11.272061054,0.145815381794544
pth_com,Elephant_Valley,8192,32,10.866760858,0.06389655384503999
pth_com,Triple_Spiral_Valley,16,1,0.00083011,2.180200904e-5
pth_com,Triple_Spiral_Valley,16,2,0.00072948,7.22039304e-5
pth_com,Triple_Spiral_Valley,16,4,0.00062951,2.2702648640000002e-5
pth_com,Triple_Spiral_Valley,16,8,0.000685739,2.8493826928e-5
pth_com,Triple_Spiral_Valley,16,16,0.000902572,3.361178128e-5
pth_com,Triple_Spiral_Valley,16,32,0.001181827,4.0768304192000006e-5
pth_com,Triple_Spiral_Valley,32,1,0.00181187,1.207430168e-5
pth_com,Triple_Spiral_Valley,32,2,0.001216024,1.6922189984e-5
pth_com,Triple_Spiral_Valley,32,4,0.000902884,3.0261060143999997e-5
pth_com,Triple_Spiral_Valley,32,8,0.000886813,3.4241623556e-5
pth_com,Triple_Spiral_Valley,32,16,0.000969186,3.3623000712e-5
pth_com,Triple_Spiral_Valley,32,32,0.001379512,3.109420048e-5
pth_com,Triple_Spiral_Valley,64,1,0.005615015,8.364126344e-5
pth_com,Triple_Spiral_Valley,64,2,0.003430514,6.1186647704e-5
pth_com,Triple_Spiral_Valley,64,4,0.002082138,3.7545112416e-5
pth_com,Triple_Spiral_Valley,64,8,0.001812217,0.000112241472112
pth_com,Triple_Spiral_Valley,64,16,0.001849443,7.974798216000001e-5
pth_com,Triple_Spiral_Valley,64,32,0.001664316,3.523024108800001e-5
pth_com,Triple_Spiral_Valley,128,1,0.020907816,0.00024177798422399997
pth_com,Triple_Spiral_Valley,128,2,0.012033936,0.000113215269888
pth_com,Triple_Spiral_Valley,128,4,0.00673017,5.012630616e-5
pth_com,Triple_Spiral_Valley,128,8,0.004807584,5.9364047232000005e-5
pth_com,Triple_Spiral_Valley,128,16,0.004859091,0.000139047748056
pth_com,Triple_Spiral_Valley,128,32,0.004416161,0.000159264430304
pth_com,Triple_Spiral_Valley,256,1,0.080092397,0.001946565616688
pth_com,Triple_Spiral_Valley,256,2,0.045211368,0.000939311381568
pth_com,Triple_Spiral_Valley,256,4,0.023199439,5.0017990484e-5
pth_com,Triple_Spiral_Valley,256,8,0.017269427,0.00026401499997600003
pth_com,Triple_Spiral_Valley,256,16,0.015794023,0.000365284163944
pth_com,Triple_Spiral_Valley,256,32,0.013832499,0.000200626565496
pth_com,Triple_Spiral_Valley,512,1,0.298856711,0.0018158533760360002
pth_com,Triple_Spiral_Valley,512,2,0.168294299,0.0009895704781200001
pth_com,Triple_Spiral_Valley,512,4,0.091842808,0.00144009522944
pth_com,Triple_Spiral_Valley,512,8,0.066451757,0.0006642517629720001
pth_com,Triple_Spiral_Valley,512,16,0.054557332,0.001358041108144
pth_com,Triple_Spiral_Valley,512,32,0.051912506,0.0005290922611520001
pth_com,Triple_Spiral_Valley,1024,1,1.191844431,0.003971225644092
pth_com,Triple_Spiral_Valley,1024,2,0.665964447,0.00261058063224
pth_com,Triple_Spiral_Valley,1024,4,0.36385451,0.0013549941952400002
pth_com,Triple_Spiral_Valley,1024,8,0.25874918,0.0008621522677600001
pth_com,Triple_Spiral_Valley,1024,16,0.211685493,0.004439468159196
pth_com,Triple_Spiral_Valley,1024,32,0.193938561,0.0013684304864160003
pth_com,Triple_Spiral_Valley,2048,1,4.698243808,0.024863106231935998
pth_com,Triple_Spiral_Valley,2048,2,2.624326461,0.010801727713476
pth_com,Triple_Spiral_Valley,2048,4,1.449148855,0.0045445308092799995
pth_com,Triple_Spiral_Valley,2048,8,0.993758725,0.005843301303
pth_com,Triple_Spiral_Valley,2048,16,0.80399909,0.005988185222320001
pth_com,Triple_Spiral_Valley,2048,32,0.760232197,0.003576132254688
pth_com,Triple_Spiral_Valley,4096,1,18.49413932,0.047123066987360004
pth_com,Triple_Spiral_Valley,4096,2,10.461717379,0.032807945700544
pth_com,Triple_Spiral_Valley,4096,4,5.752377737,0.016911990546779998
pth_com,Triple_Spiral_Valley,4096,8,3.964965659,0.026422531151576
pth_com,Triple_Spiral_Valley,4096,16,3.236608192,0.038696887543551994
pth_com,Triple_Spiral_Valley,4096,32,3.085644423,0.010886153524344
pth_com,Triple_Spiral_Valley,8192,1,73.906722327,0.260742916369656
pth_com,Triple_Spiral_Valley,8192,2,41.432650133,0.064966395408544
pth_com,Triple_Spiral_Valley,8192,4,22.822669213,0.040259188491732004
pth_com,Triple_Spiral_Valley,8192,8,15.84187924,0.0621001666208
pth_com,Triple_Spiral_Valley,8192,16,12.665894611,0.13157331321906798
pth_com,Triple_Spiral_Valley,8192,32,12.36980185,0.0266692927886
seq_sem,Full_Picture,16,1,0.000376785,0.00012783410765999998
seq_sem,Full_Picture,32,1,0.000419942,8.560097728000002e-6
seq_sem,Full_Picture,64,1,0.000843708,9.095172240000002e-6
seq_sem,Full_Picture,128,1,0.002516112,7.397369279999999e-6
seq_sem,Full_Picture,256,1,0.009507396,0.000245975349312
seq_sem,Full_Picture,512,1,0.035833231,7.0233132760000005e-6
seq_sem,Full_Picture,1024,1,0.142399263,0.00025119229993200004
seq_sem,Full_Picture,2048,1,0.562450284,0.001984324601952
seq_sem,Full_Picture,4096,1,2.234102168,0.014888056847552001
seq_sem,Full_Picture,8192,1,8.71053078,0.02390169646032
seq_sem,Seahorse_Valley,16,1,0.000524319,7.604722776e-6
seq_sem,Seahorse_Valley,32,1,0.001335861,3.0633964451999996e-5
seq_sem,Seahorse_Valley,64,1,0.004210338,1.0727941224e-5
seq_sem,Seahorse_Valley,128,1,0.015989666,1.2535898144e-5
seq_sem,Seahorse_Valley,256,1,0.063113443,1.2370234828000002e-5
seq_sem,Seahorse_Valley,512,1,0.251417055,9.855548556e-5
seq_sem,Seahorse_Valley,1024,1,0.989579043,0.005042894803128001
seq_sem,Seahorse_Valley,2048,1,3.879453935,0.015967832396459998
seq_sem,Seahorse_Valley,4096,1,15.410340323,0.033224693736388
seq_sem,Seahorse_Valley,8192,1,61.199501236,0.011995102242256
seq_sem,Elephant_Valley,16,1,0.000532427,1.6279487952e-5
seq_sem,Elephant_Valley,32,1,0.001218628,1.1703703312e-5
seq_sem,Elephant_Valley,64,1,0.004009832,7.85927072e-6
seq_sem,Elephant_Valley,128,1,0.015156955,8.91228954e-6
seq_sem,Elephant_Valley,256,1,0.061911849,0.001541109745308
seq_sem,Elephant_Valley,512,1,0.237569178,0.0
seq_sem,Elephant_Valley,1024,1,0.938094244,0.00275799707736
seq_sem,Elephant_Valley,2048,1,3.687881965,0.01662497189822
seq_sem,Elephant_Valley,4096,1,14.565151515,0.025692927272460003
seq_sem,Elephant_Valley,8192,1,57.821699369,0.033999159228972
seq_sem,Triple_Spiral_Valley,16,1,0.000553313,9.326643928e-6
seq_sem,Triple_Spiral_Valley,32,1,0.001393376,8.466152576000001e-6
seq_sem,Triple_Spiral_Valley,64,1,0.004802037,7.811953791600001e-5
seq_sem,Triple_Spiral_Valley,128,1,0.018369699,0.000298838263332
seq_sem,Triple_Spiral_Valley,256,1,0.071684587,0.00025290322293599997
seq_sem,Triple_Spiral_Valley,512,1,0.285738771,0.00084007198674
seq_sem,Triple_Spiral_Valley,1024,1,1.125014571,0.003969051406488
seq_sem,Triple_Spiral_Valley,2048,1,4.438190979,0.019137479501448
seq_sem,Triple_Spiral_Valley,4096,1,17.524014287,0.020608240801512002
seq_sem,Triple_Spiral_Valley,8192,1,69.855639867,0.27383410827863996
omp_sem,Full_Picture,16,1,0.00052227,7.145071416000002e-5
omp_sem,Full_Picture,16,2,0.000536578,1.6511578216e-5
omp_sem,Full_Picture,16,4,0.000583669,2.230782918e-5
omp_sem,Full_Picture,16,8,0.001329665,0.0006025403540800001
omp_sem,Full_Picture,16,16,0.000875141,0.00011783948593199998
omp_sem,Full_Picture,16,32,0.001168354,5.0608421864e-5
omp_sem,Full_Picture,32,1,0.000645294,8.5625351448e-5
omp_sem,Full_Picture,32,2,0.000600238,1.7882290496e-5
omp_sem,Full_Picture,32,4,0.000644735,4.8525335039999996e-5
omp_sem,Full_Picture,32,8,0.002472704,0.001949262235648
omp_sem,Full_Picture,32,16,0.00084986,1.9488989519999997e-5
omp_sem,Full_Picture,32,32,0.001188793,3.1921469636e-5
omp_sem,Full_Picture,64,1,0.001126768,9.496400704e-6
omp_sem,Full_Picture,64,2,0.000825557,1.9093482295999997e-5
omp_sem,Full_Picture,64,4,0.000869818,2.045811936e-5
omp_sem,Full_Picture,64,8,0.001629999,0.000661962153888
omp_sem,Full_Picture,64,16,0.001016679,8.5486437036e-5
omp_sem,Full_Picture,64,32,0.001321975,8.00640939e-5
omp_sem,Full_Picture,128,1,0.002667997,1.4641967536000002e-5
omp_sem,Full_Picture,128,2,0.001654267,1.3942162276e-5
omp_sem,Full_Picture,128,4,0.001696242,6.2170661784e-5
omp_sem,Full_Picture,128,8,0.001624545,0.00014742420966
omp_sem,Full_Picture,128,16,0.001432823,4.2967496124000007e-5
omp_sem,Full_Picture,128,32,0.001852644,7.915977283200001e-5
omp_sem,Full_Picture,256,1,0.009202136,1.4428949247999999e-5
omp_sem,Full_Picture,256,2,0.005305044,0.00010397886239999999
omp_sem,Full_Picture,256,4,0.004801614,1.5057861504000001e-5
omp_sem,Full_Picture,256,8,0.004489824,0.000256081601664
omp_sem,Full_Picture,256,16,0.003158715,0.00022597447109999998
omp_sem,Full_Picture,256,32,0.003412724,0.000163210112576
omp_sem,Full_Picture,512,1,0.035287508,8.2996218816e-5
omp_sem,Full_Picture,512,2,0.018159172,0.000252703037552
omp_sem,Full_Picture,512,4,0.017674064,0.00041569398527999997
omp_sem,Full_Picture,512,8,0.015612556,0.00047430945128
omp_sem,Full_Picture,512,16,0.010091301,0.000377777944236
omp_sem,Full_Picture,512,32,0.007641793,0.00042986613983600003
omp_sem,Full_Picture,1024,1,0.139204482,2.7284078471999998e-5
omp_sem,Full_Picture,1024,2,0.07002292,0.00021959187712
omp_sem,Full_Picture,1024,4,0.069465784,0.0021376011052480002
omp_sem,Full_Picture,1024,8,0.055516944,0.000522303409152
omp_sem,Full_Picture,1024,16,0.035321573,0.001024608189584
omp_sem,Full_Picture,1024,32,0.025468859,0.000733808765508
omp_sem,Full_Picture,2048,1,0.553910433,0.000651398669208
omp_sem,Full_Picture,2048,2,0.281149332,0.006557527019568
omp_sem,Full_Picture,2048,4,0.263961307,0.001189937571956
omp_sem,Full_Picture,2048,8,0.214358955,0.0014705024312999999
omp_sem,Full_Picture,2048,16,0.13326016,0.00334323089408
omp_sem,Full_Picture,2048,32,0.095928415,0.00285789933968
omp_sem,Full_Picture,4096,1,2.173552512,0.003408130338816
omp_sem,Full_Picture,4096,2,1.089361521,0.002989208013624001
omp_sem,Full_Picture,4096,4,1.054239531,0.021282987651827998
omp_sem,Full_Picture,4096,8,0.845658702,0.004806724062168
omp_sem,Full_Picture,4096,16,0.526248063,0.0052603756377480005
omp_sem,Full_Picture,4096,32,0.364277045,0.00556906746396
omp_sem,Full_Picture,8192,1,8.494919394,0.014985037811016
omp_sem,Full_Picture,8192,2,4.315390293,0.05074898984568
omp_sem,Full_Picture,8192,4,4.106919791,0.008854519069396
omp_sem,Full_Picture,8192,8,3.338061058,0.011122419445256
omp_sem,Full_Picture,8192,16,2.068584863,0.010541508461848002
omp_sem,Full_Picture,8192,32,1.433150924,0.025842577461568005
omp_sem,Seahorse_Valley,16,1,0.000739781,7.220854384800001e-5
omp_sem,Seahorse_Valley,16,2,0.000682932,2.5833951696e-5
omp_sem,Seahorse_Valley,16,4,0.000637697,4.2121162244e-5
omp_sem,Seahorse_Valley,16,8,0.001691791,0.0008707580605360001
omp_sem,Seahorse_Valley,16,16,0.000875846,2.489154332e-5
omp_sem,Seahorse_Valley,16,32,0.001197866,2.6765117903999998e-5
omp_sem,Seahorse_Valley,32,1,0.001440094,1.1854853808e-5
omp_sem,Seahorse_Valley,32,2,0.001064293,1.5019302816000002e-5
omp_sem,Seahorse_Valley,32,4,0.000826158,1.5706915896e-5
omp_sem,Seahorse_Valley,32,8,0.001033427,0.000281141748496
omp_sem,Seahorse_Valley,32,16,0.001002663,2.5154809344e-5
omp_sem,Seahorse_Valley,32,32,0.001366075,1.9813551799999998e-5
omp_sem,Seahorse_Valley,64,1,0.004383734,1.718423728e-5
omp_sem,Seahorse_Valley,64,2,0.002917705,0.00019386399102000001
omp_sem,Seahorse_Valley,64,4,0.001765576,0.00010416192169600001
omp_sem,Seahorse_Valley,64,8,0.001913595,0.00054909460368
omp_sem,Seahorse_Valley,64,16,0.001580198,7.526167034400002e-5
omp_sem,Seahorse_Valley,64,32,0.002178583,0.000292069551312
omp_sem,Seahorse_Valley,128,1,0.016429178,0.00038641426656
omp_sem,Seahorse_Valley,128,2,0.009358188,1.6507843632e-5
omp_sem,Seahorse_Valley,128,4,0.005144604,1.8150162912e-5
omp_sem,Seahorse_Valley,128,8,0.003731228,0.000499492029904
omp_sem,Seahorse_Valley,128,16,0.003921354,0.000953814461544
omp_sem,Seahorse_Valley,128,32,0.003804513,0.00025204137722399997
omp_sem,Seahorse_Valley,256,1,0.06494426,0.0017056960446400003
omp_sem,Seahorse_Valley,256,2,0.036235428,0.0006462950938080001
omp_sem,Seahorse_Valley,256,4,0.018912033,3.3360826212000006e-5
omp_sem,Seahorse_Valley,256,8,0.011474203,0.00029910952380400005
omp_sem,Seahorse_Valley,256,16,0.010631145,0.00022295637294
omp_sem,Seahorse_Valley,256,32,0.009988525,0.00041308543989999994
omp_sem,Seahorse_Valley,512,1,0.250851505,0.00014750068494
omp_sem,Seahorse_Valley,512,2,0.141146363,0.0005809584301079999
omp_sem,Seahorse_Valley,512,4,0.074046429,0.000203183401176
omp_sem,Seahorse_Valley,512,8,0.043240859,0.001076351462228
omp_sem,Seahorse_Valley,512,16,0.035873479,0.000717182592168
omp_sem,Seahorse_Valley,512,32,0.032964741,0.00044581515728399997
omp_sem,Seahorse_Valley,1024,1,0.994359709,0.003313206550388
omp_sem,Seahorse_Valley,1024,2,0.562084875,0.0023135413455000003
omp_sem,Seahorse_Valley,1024,4,0.296934221,0.005005123229176
omp_sem,Seahorse_Valley,1024,8,0.168052478,0.002931507426232
omp_sem,Seahorse_Valley,1024,16,0.133622423,0.002409479531536
omp_sem,Seahorse_Valley,1024,32,0.122468807,0.00156025260118
omp_sem,Seahorse_Valley,2048,1,3.875946661,0.012154968728896
omp_sem,Seahorse_Valley,2048,2,2.224738754,0.0065407319367600004
omp_sem,Seahorse_Valley,2048,4,1.168035084,0.0034340231469599997
omp_sem,Seahorse_Valley,2048,8,0.665919668,0.013835147022368
omp_sem,Seahorse_Valley,2048,16,0.516531372,0.0050620074456
omp_sem,Seahorse_Valley,2048,32,0.520260328,0.006832058627296001
omp_sem,Seahorse_Valley,4096,1,15.312579956,0.012005062685504
omp_sem,Seahorse_Valley,4096,2,8.739745456,0.015416910984384
omp_sem,Seahorse_Valley,4096,4,4.63526348,0.0136276746312
omp_sem,Seahorse_Valley,4096,8,2.593530242,0.050324860815768
omp_sem,Seahorse_Valley,4096,16,2.134636341,0.046859536957632016
omp_sem,Seahorse_Valley,4096,32,2.05782011,0.0141166459546
omp_sem,Seahorse_Valley,8192,1,60.949519595,0.01194610584062
omp_sem,Seahorse_Valley,8192,2,34.862511105,0.06149746958922001
omp_sem,Seahorse_Valley,8192,4,18.458433899,0.039796383486243994
omp_sem,Seahorse_Valley,8192,8,10.558557405,0.2276424976518
omp_sem,Seahorse_Valley,8192,16,8.431775332,0.095852421974176
omp_sem,Seahorse_Valley,8192,32,8.216667215,0.028988401934519997
omp_sem,Elephant_Valley,16,1,0.00069674,1.3792665039999998e-5
omp_sem,Elephant_Valley,16,2,0.000662188,2.0376849136e-5
omp_sem,Elephant_Valley,16,4,0.000611528,1.7859063712e-5
omp_sem,Elephant_Valley,16,8,0.001606344,0.0009536607312959999
omp_sem,Elephant_Valley,16,16,0.000874183,1.8676045612000002e-5
omp_sem,Elephant_Valley,16,32,0.00129342,0.0001723870176
omp_sem,Elephant_Valley,32,1,0.001398045,1.342682418e-5
omp_sem,Elephant_Valley,32,2,0.001003372,2.6155901296e-5
omp_sem,Elephant_Valley,32,4,0.000811122,1.5580031376e-5
omp_sem,Elephant_Valley,32,8,0.00129085,0.0006051917872000001
omp_sem,Elephant_Valley,32,16,0.003095978,6.917653243200001e-5
omp_sem,Elephant_Valley,32,32,0.001361285,2.4546691120000007e-5
omp_sem,Elephant_Valley,64,1,0.00418868,1.2314719200000001e-5
omp_sem,Elephant_Valley,64,2,0.002452937,4.4231359984000004e-5
omp_sem,Elephant_Valley,64,4,0.001616946,1.6796835048e-5
omp_sem,Elephant_Valley,64,8,0.001735513,0.000543236395156
omp_sem,Elephant_Valley,64,16,0.001645018,0.000109946423048
omp_sem,Elephant_Valley,64,32,0.002134937,0.000282033717448
omp_sem,Elephant_Valley,128,1,0.015291278,1.4985452440000002e-5
omp_sem,Elephant_Valley,128,2,0.008347783,0.000247060985668
omp_sem,Elephant_Valley,128,4,0.004890914,9.8737771832e-5
omp_sem,Elephant_Valley,128,8,0.003605,0.0002685004
omp_sem,Elephant_Valley,128,16,0.003406407,0.000109495546608
omp_sem,Elephant_Valley,128,32,0.003879527,0.000392359842672
omp_sem,Elephant_Valley,256,1,0.059648029,1.1691013683999999e-5
omp_sem,Elephant_Valley,256,2,0.030364463,0.00035708608488
omp_sem,Elephant_Valley,256,4,0.017503499,4.1168229647999994e-5
omp_sem,Elephant_Valley,256,8,0.012039848,0.00020530348809600003
omp_sem,Elephant_Valley,256,16,0.009998023,0.000246911176008
omp_sem,Elephant_Valley,256,32,0.009609205,0.00036726381509999997
omp_sem,Elephant_Valley,512,1,0.236757057,0.0
omp_sem,Elephant_Valley,512,2,0.119199964,0.0008878013318720001
omp_sem,Elephant_Valley,512,4,0.068237999,0.000173870421452
omp_sem,Elephant_Valley,512,8,0.0458473,0.0006829413808
omp_sem,Elephant_Valley,512,16,0.036451995,0.0009716643787200001
omp_sem,Elephant_Valley,512,32,0.032559919,0.000485012553424
omp_sem,Elephant_Valley,1024,1,0.935430959,0.0045836116991
omp_sem,Elephant_Valley,1024,2,0.468444746,0.0023871944256160004
omp_sem,Elephant_Valley,1024,4,0.270766834,0.000902195090888
omp_sem,Elephant_Valley,1024,8,0.175287795,0.0035730664132800007
omp_sem,Elephant_Valley,1024,16,0.131878706,0.003592903466264
omp_sem,Elephant_Valley,1024,32,0.121141881,0.0023981246762760002
omp_sem,Elephant_Valley,2048,1,3.6732004,0.015118892846399999
omp_sem,Elephant_Valley,2048,2,1.864264169,0.009500290205224
omp_sem,Elephant_Valley,2048,4,1.080483942,0.003388397642112
omp_sem,Elephant_Valley,2048,8,0.691538947,0.006777081680599999
omp_sem,Elephant_Valley,2048,16,0.502270357,0.0147667484958
omp_sem,Elephant_Valley,2048,32,0.49568813,0.0027203364574400002
omp_sem,Elephant_Valley,4096,1,14.463232857,0.022678349119776
omp_sem,Elephant_Valley,4096,2,7.328545136,0.012927553619904
omp_sem,Elephant_Valley,4096,4,4.281445874,0.007552470521736
omp_sem,Elephant_Valley,4096,8,2.668101985,0.024578555485819997
omp_sem,Elephant_Valley,4096,16,2.081882178,0.03998879287502399
omp_sem,Elephant_Valley,4096,32,1.961810005,0.01268898711234
omp_sem,Elephant_Valley,8192,1,57.525974313,0.022550181930696002
omp_sem,Elephant_Valley,8192,2,29.096950903,0.045624019015904
omp_sem,Elephant_Valley,8192,4,17.048576958,0.030073689753912003
omp_sem,Elephant_Valley,8192,8,10.758589489,0.134955746550016
omp_sem,Elephant_Valley,8192,16,8.084321318,0.096656145678008
omp_sem,Elephant_Valley,8192,32,7.772539316,0.065506961355248
omp_sem,Triple_Spiral_Valley,16,1,0.000736923,1.3865943168e-5
omp_sem,Triple_Spiral_Valley,16,2,0.000704485,1.8226435920000002e-5
omp_sem,Triple_Spiral_Valley,16,4,0.000642181,3.8263712704000006e-5
omp_sem,Triple_Spiral_Valley,16,8,0.000674114,2.4179120952000003e-5
omp_sem,Triple_Spiral_Valley,16,16,0.000871815,1.6062319559999996e-5
omp_sem,Triple_Spiral_Valley,16,32,0.00128493,9.872374176e-5
omp_sem,Triple_Spiral_Valley,32,1,0.001627948,0.000101466742944
omp_sem,Triple_Spiral_Valley,32,2,0.001111965,1.6999720919999998e-5
omp_sem,Triple_Spiral_Valley,32,4,0.000870806,2.3382882712e-5
omp_sem,Triple_Spiral_Valley,32,8,0.001526153,0.000936862594416
omp_sem,Triple_Spiral_Valley,32,16,0.001086686,4.7709862144000004e-5
omp_sem,Triple_Spiral_Valley,32,32,0.001460247,4.3503678624000005e-5
omp_sem,Triple_Spiral_Valley,64,1,0.004938771,1.0647990276e-5
omp_sem,Triple_Spiral_Valley,64,2,0.003009789,8.6128122024e-5
omp_sem,Triple_Spiral_Valley,64,4,0.001755293,1.5137646832e-5
omp_sem,Triple_Spiral_Valley,64,8,0.00228435,0.0008408418228000002
omp_sem,Triple_Spiral_Valley,64,16,0.001821344,0.000137795601664
omp_sem,Triple_Spiral_Valley,64,32,0.002263605,0.00012955064136
omp_sem,Triple_Spiral_Valley,128,1,0.018332691,1.4372829744000002e-5
omp_sem,Triple_Spiral_Valley,128,2,0.010043304,1.7716388256e-5
omp_sem,Triple_Spiral_Valley,128,4,0.005688136,0.00015050807856
omp_sem,Triple_Spiral_Valley,128,8,0.004029749,0.0004975934065199999
omp_sem,Triple_Spiral_Valley,128,16,0.00387525,0.00026660169899999996
omp_sem,Triple_Spiral_Valley,128,32,0.004402098,0.0005832603766079999
omp_sem,Triple_Spiral_Valley,256,1,0.071804914,1.4073763143999998e-5
omp_sem,Triple_Spiral_Valley,256,2,0.0384248,8.28438688e-5
omp_sem,Triple_Spiral_Valley,256,4,0.019934139,4.6885094928e-5
omp_sem,Triple_Spiral_Valley,256,8,0.013490503,0.0004997421931319999
omp_sem,Triple_Spiral_Valley,256,16,0.011960634,0.000309445522848
omp_sem,Triple_Spiral_Valley,256,32,0.011070597,0.0005120815348319999
omp_sem,Triple_Spiral_Valley,512,1,0.28568014,0.00011198661488
omp_sem,Triple_Spiral_Valley,512,2,0.151693037,0.000654100375544
omp_sem,Triple_Spiral_Valley,512,4,0.07822502,0.0001533210392
omp_sem,Triple_Spiral_Valley,512,8,0.050405942,0.0005334964901280001
omp_sem,Triple_Spiral_Valley,512,16,0.041675978,0.0020339544303120006
omp_sem,Triple_Spiral_Valley,512,32,0.038076855,0.0005671928320800001
omp_sem,Triple_Spiral_Valley,1024,1,1.127648844,0.006851594376144001
omp_sem,Triple_Spiral_Valley,1024,2,0.604099278,0.002604876086736
omp_sem,Triple_Spiral_Valley,1024,4,0.310461346,0.0009736067810560001
omp_sem,Triple_Spiral_Valley,1024,8,0.196890176,0.003048647485184
omp_sem,Triple_Spiral_Valley,1024,16,0.152595904,0.004845225143808001
omp_sem,Triple_Spiral_Valley,1024,32,0.138647069,0.0018478881356320002
omp_sem,Triple_Spiral_Valley,2048,1,4.401199822,0.00431317582556
omp_sem,Triple_Spiral_Valley,2048,2,2.389894708,0.015457838971344
omp_sem,Triple_Spiral_Valley,2048,4,1.233103746,0.004592078350104
omp_sem,Triple_Spiral_Valley,2048,8,0.760571083,0.00521751762938
omp_sem,Triple_Spiral_Valley,2048,16,0.600878431,0.016605876319116
omp_sem,Triple_Spiral_Valley,2048,32,0.589706128,0.00693494406528
omp_sem,Triple_Spiral_Valley,4096,1,17.418917724,0.010242323621711999
omp_sem,Triple_Spiral_Valley,4096,2,9.396389551,0.012891846463972003
omp_sem,Triple_Spiral_Valley,4096,4,4.91471821,0.006742993384120001
omp_sem,Triple_Spiral_Valley,4096,8,3.094967862,0.024264548038079998
omp_sem,Triple_Spiral_Valley,4096,16,2.441455909,0.037803503294956
omp_sem,Triple_Spiral_Valley,4096,32,2.339739644,0.014216258076944
omp_sem,Triple_Spiral_Valley,8192,1,70.155330445,0.44001423255104
omp_sem,Triple_Spiral_Valley,8192,2,37.437236498,0.022013095060824
omp_sem,Triple_Spiral_Valley,8192,4,19.573479189,0.04220042113148399
omp_sem,Triple_Spiral_Valley,8192,8,12.327581457,0.09664823862288001
omp_sem,Triple_Spiral_Valley,8192,16,9.5689361,0.1012776196824
